row_idx,model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,reasoning
10002,GPT,Self-Consistency,RoadAccidents061_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the car crash, invents setting details like sidewalks and buildings, and fabricates entities such as pedestrians and a red truck."
10006,GPT,Self-Consistency,RoadAccidents066_x264,RoadAccidents,Claude,0,0,0,0,0,0,"Model correctly identifies the road accident with motorcycles, fallen rider, debris, and bystanders helping, consistent with ground truth."
10001,GPT,Self-Consistency,RoadAccidents058_x264,RoadAccidents,Gemini,0,0,0,1,0,0,"The model minimizes the severity of the incident by failing to mention that the motorcycle was run over by the van, instead stating that the van simply passed by."
9998,GPT,Self-Consistency,RoadAccidents048_x264,RoadAccidents,Gemini,1,0,0,1,1,0,"The model correctly identifies the accident but hallucinates setting details (hills, bollards) and objects (hard hat, trailer), while failing to mention the driver being dragged and rescued, which minimizes the incident's severity."
10008,GPT,Self-Consistency,RoadAccidents067_x264,RoadAccidents,Claude,0,0,0,0,1,1,"Model invents entities like a white sedan, scooter rider, and bystanders/pedestrians not present in ground truth."
10004,GPT,Self-Consistency,RoadAccidents059_x264,RoadAccidents,Gemini,1,0,0,0,1,1,"The model hallucinates setting details (yellow crossing, trees), entities (buses, vans, parked cars), and phantom victims (multiple people on the ground) not mentioned in the ground truth."
10009,GPT,Self-Consistency,RoadAccidents069_x264,RoadAccidents,Claude,1,0,0,0,1,1,"Model invents specific scene details (taxi, parked cars, ambulance), fabricates entities not mentioned in ground truth, and adds a possible person/debris on the road."
10005,GPT,Self-Consistency,RoadAccidents065_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents setting details like a dirt road and vegetation (H1), and fabricates entities such as a second parked motorcycle and a truck/bus instead of a car (H5)."
10010,GPT,Self-Consistency,RoadAccidents070_x264,RoadAccidents,Claude,1,0,0,0,1,1,"Model invents details like bicycle, van, auto-rickshaw, zebra crossings, and a person near the crossing not mentioned in ground truth, while missing the gray car victim."
10003,GPT,Self-Consistency,RoadAccidents060_x264,RoadAccidents,Gemini,0,0,1,0,1,0,"The model completely misses the car collision, classifying the scene as normal, and invents a specific vehicle (blue dump truck) not mentioned in the ground truth."
10007,GPT,Self-Consistency,RoadAccidents064_x264,RoadAccidents,Gemini,1,0,0,0,1,1,"The model correctly identifies the car crash but hallucinates setting details (storefront, awnings), objects (scooters, flags), and a phantom victim (affected motorcycle rider) not present in the ground truth."
10011,GPT,Self-Consistency,RoadAccidents068_x264,RoadAccidents,Claude,1,1,1,1,1,1,"Model misclassifies the road accident (child hit by car) as a robbery/snatching, fabricates two-wheeler robbers and scene details, misses the actual crime, minimizes severity, and invents actors not in ground truth."
10006,GPT,Self-Consistency,RoadAccidents066_x264,RoadAccidents,Gemini,1,0,0,0,0,0,"The model accurately describes the traffic accident but fabricates specific scene details such as shops, buildings, and a green strip that are not present in the ground truth."
10009,GPT,Self-Consistency,RoadAccidents069_x264,RoadAccidents,Gemini,1,0,0,0,1,1,"The model correctly identifies the collision but hallucinates specific scene details, extra vehicles, and a potential victim not mentioned in the brief ground truth."
10008,GPT,Self-Consistency,RoadAccidents067_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the road accident but hallucinates setting details like buildings and trees, as well as uninvolved entities such as a scooter, pedestrians, and a white sedan."
10013,GPT,Self-Consistency,RoadAccidents073_x264,RoadAccidents,Claude,0,0,0,0,0,0,"Model correctly identifies the collision between car and cyclist, mentions the truck, and scene details are plausible extensions of ground truth."
10014,GPT,Self-Consistency,RoadAccidents072_x264,RoadAccidents,Claude,1,0,1,1,1,1,"First analysis classifies as Normal missing the collision; invents pedestrian, multiple specific parked vehicles (hatchback, SUV configurations), and residential setting details not in ground truth."
10011,GPT,Self-Consistency,RoadAccidents068_x264,RoadAccidents,Gemini,1,1,1,1,1,1,"The model completely misses the severe accident of a child being crushed by a car, instead hallucinating a less severe robbery by phantom actors on a two-wheeler, while inventing numerous scene details and entities."
10010,GPT,Self-Consistency,RoadAccidents070_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the collision but hallucinates scene details like zebra crossings and nighttime (H1), as well as entities such as a bicycle, van, and auto-rickshaw that are not in the ground truth (H5)."
10015,GPT,Self-Consistency,RoadAccidents075_x264,RoadAccidents,Claude,1,0,0,0,1,1,"Model correctly identifies road accident but fabricates scene details (intersection, shops, utility wires), invents entities (pink bus, yellow vehicle, overloaded cargo with sacks) and adds pedestrians not mentioned in ground truth; also misses that it was a bus-truck collision rather than an overturning."
10016,GPT,Self-Consistency,RoadAccidents074_x264,RoadAccidents,Claude,1,0,0,0,1,0,"Model invents scene details like news overlay 'Chalong black spot', daylight frames, and shop lighting not in ground truth, and adds objects/vehicles not mentioned."
10013,GPT,Self-Consistency,RoadAccidents073_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates environmental setting details like rain, wet pavement, and streetlights (H1), as well as objects like traffic cones (H5) that are not mentioned in the ground truth."
10017,GPT,Self-Consistency,RoadAccidents062_x264,RoadAccidents,Claude,1,0,0,0,1,0,"Model fabricates residential driveway setting with house wall, gravel, vegetation, and a barrier/gate instead of roadside, and invents debris from property damage rather than a car-to-car collision."
10018,GPT,Self-Consistency,RoadAccidents077_x264,RoadAccidents,Claude,0,1,1,1,0,0,"The first analysis classifies the scene as Normal, missing the vehicle-pedestrian collision entirely and minimizing severity; the second part partially captures it but the final label is Normal."
10014,GPT,Self-Consistency,RoadAccidents072_x264,RoadAccidents,Gemini,1,0,1,1,1,1,"The model misses the actual collision between the black and white cars, classifying the video as 'Normal' or a 'near-collision', while fabricating a pedestrian, a silver SUV, and specific environmental details like a gravel garden."
10015,GPT,Self-Consistency,RoadAccidents075_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model fails to mention the collision between the bus and truck, instead describing a truck overturning on its own, and fabricates numerous scene details and entities not present in the ground truth."
10019,GPT,Self-Consistency,RoadAccidents076_x264,RoadAccidents,Claude,0,0,1,1,1,0,"Model missed the vehicle collision crime (hitting motorcycles and cars), minimized severity by labeling as Normal, and fabricated a green bag not in ground truth."
10007,GPT,Self-Consistency,RoadAccidents064_x264,RoadAccidents,Claude,0,0,0,0,0,0,"The model correctly identifies the road accident involving a light-colored car hitting parked vehicles, consistent with ground truth."
10012,GPT,Self-Consistency,RoadAccidents071_x264,RoadAccidents,Gemini,1,0,0,1,1,0,"The model invents setting details and objects such as a parking lot, buildings, speed bump, and light poles (H1, H5), and minimizes the severity by reporting only one car was hit instead of two, while also appending a contradictory 'Normal' analysis (H4)."
10020,GPT,Self-Consistency,RoadAccidents079_x264,RoadAccidents,Claude,1,1,1,1,1,0,"Model misses the car hitting pedestrians, classifies as Normal/Stealing, fabricates a white van and parking lot scene details not in ground truth."
10021,GPT,Self-Consistency,RoadAccidents080_x264,RoadAccidents,Claude,0,0,0,0,1,1,"The second part of the output fabricates an altercation with multiple people pushing, grappling, and kicking, which is not in the ground truth where people simply helped the driver out."
10017,GPT,Self-Consistency,RoadAccidents062_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates scene details like a residential driveway, gravel, and a house wall (H1), and invents entities such as a barrier/gate and a motorcycle-like object (H5) not mentioned in the ground truth."
10016,GPT,Self-Consistency,RoadAccidents074_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model introduces setting details (nighttime, shop lighting, news overlay) and objects (parked vehicles, storefronts) that are not present in the ground truth."
10022,GPT,Self-Consistency,RoadAccidents081_x264,RoadAccidents,Claude,1,0,0,0,1,1,"Model fabricates urban setting with buildings, RT watermark, yellow taxi, pedestrians, and smoke/explosion details not in ground truth which only describes a car crash."
10023,GPT,Self-Consistency,RoadAccidents083_x264,RoadAccidents,Claude,0,1,1,1,0,0,"Model classifies the scene as Normal and explicitly denies a road accident, missing the collision between the red and black cars described in ground truth."
10024,GPT,Self-Consistency,RoadAccidents082_x264,RoadAccidents,Claude,1,0,1,1,1,0,"Model misses the train-cart collision, minimizes it as normal activity, fabricates a pickup truck and front-end loader not in ground truth, and invents industrial yard details."
10020,GPT,Self-Consistency,RoadAccidents079_x264,RoadAccidents,Gemini,1,1,1,1,1,0,"The model completely misses the primary event of a car hitting people, misclassifies the video as Normal or Stealing, minimizes the severity, and fabricates scene details and multiple vehicles (like a white van and red car) not mentioned in the ground truth."
10019,GPT,Self-Consistency,RoadAccidents076_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the vehicle collisions (classifying the event as Normal), and invents scene details like a 'FIRE ENTRANCE' sign and a bright green bag not present in the ground truth."
10012,GPT,Self-Consistency,RoadAccidents071_x264,RoadAccidents,Claude,0,0,0,1,0,0,"Model only identifies one red car being hit instead of two, and second analysis labels as Normal, minimizing the incident."
10023,GPT,Self-Consistency,RoadAccidents083_x264,RoadAccidents,Gemini,1,0,1,0,0,0,"The model completely misses the car collision, classifying the event as normal, and invents specific environmental details like lawns, shrubs, and trees not present in the ground truth."
10026,GPT,Self-Consistency,RoadAccidents086_x264,RoadAccidents,Claude,0,0,0,0,0,0,"Model correctly identifies a road accident with car and motorcycles at intersection, consistent with ground truth."
10021,GPT,Self-Consistency,RoadAccidents080_x264,RoadAccidents,Gemini,1,0,0,0,1,1,"The model correctly identifies the car crash but hallucinates setting details (bollards), specific entities (person in a teal top), and falsely interprets bystanders helping the driver as phantom actors engaging in a violent physical altercation."
10018,GPT,Self-Consistency,RoadAccidents077_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the main event of a car striking a pedestrian, but hallucinates setting details (storefront, bollards) and objects (parked dark car) not mentioned in the ground truth."
10025,GPT,Self-Consistency,RoadAccidents084_x264,RoadAccidents,Claude,0,0,1,1,0,0,"The model classified the video as Normal, missing the road accident/vandalism where a car reversed into a cement wall and fled, thus missing the crime and minimizing severity."
10027,GPT,Self-Consistency,RoadAccidents078_x264,RoadAccidents,Claude,0,0,0,0,0,0,"Model correctly identifies a low-speed bus collision in a depot, matching the ground truth's reversing-bus-hit-bus event without fabricating major details."
10022,GPT,Self-Consistency,RoadAccidents081_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the collision but hallucinates setting details (buildings, RT title card) and entities (pedestrians, yellow taxi) not mentioned in the ground truth."
10024,GPT,Self-Consistency,RoadAccidents082_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the train collision, instead fabricating a normal scene with a snow-covered yard, a pickup truck, and a front-end loader."
10029,GPT,Self-Consistency,RoadAccidents085_x264,RoadAccidents,Claude,0,0,0,0,1,0,Model fabricates an SUV/pickup (ground truth says white car) and scattered debris/personal items not mentioned in ground truth.
10028,GPT,Self-Consistency,RoadAccidents089_x264,RoadAccidents,Claude,0,0,0,1,1,1,"Model minimizes the actual rear-end collision as merely 'possible' congestion, adds fabricated entities like traffic cones and taxis, and introduces motorcyclists/riders not present in ground truth."
10030,GPT,Self-Consistency,RoadAccidents088_x264,RoadAccidents,Claude,0,0,1,1,0,0,"The model classified the scene as normal and failed to identify the bus collision with multiple cars described in the ground truth, both missing and minimizing the incident."
10031,GPT,Self-Consistency,RoadAccidents091_x264,RoadAccidents,Claude,0,0,1,1,1,0,"Model classifies the scene as Normal, missing the road accident (motorcycle hit by blue car), minimizing severity, and fabricates entities like a cyclist/bicycle not in ground truth."
10026,GPT,Self-Consistency,RoadAccidents086_x264,RoadAccidents,Gemini,1,0,0,0,1,0,The model fabricates scene details like a median and queued vehicles (H1) and invents entities such as several stopped cars and a dark-clothed person not mentioned in the ground truth (H5).
10025,GPT,Self-Consistency,RoadAccidents084_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the car crash (classifying the scene as Normal), invents setting details like a driveway and a bin, and fabricates a light-colored car and a bag/container instead of the two black cars described in the ground truth."
10032,GPT,Self-Consistency,RoadAccidents090_x264,RoadAccidents,Claude,1,1,1,1,1,1,"The model's final label is Normal, missing the car crashing through the guardrail and falling off the bridge; it fabricates a pedestrian, misclassifies/minimizes the severity, and omits the bridge setting."
10033,GPT,Self-Consistency,RoadAccidents092_x264,RoadAccidents,Claude,0,0,1,1,1,1,"Model misses the car collision, minimizes it as normal activity, and invents extra vehicles and a pedestrian not in ground truth."
10034,GPT,Self-Consistency,RoadAccidents094_x264,RoadAccidents,Claude,0,0,0,0,1,0,"Model describes the car as dark green and mentions yellow/red passing vehicles, but ground truth specifies a red car hit the motorcycle and a black car was also involved."
10029,GPT,Self-Consistency,RoadAccidents085_x264,RoadAccidents,Gemini,1,0,0,0,1,0,The model fabricates setting details such as 'roadside buildings' and invents vehicle types like 'pickups' and 'vans' that are not mentioned in the ground truth.
10028,GPT,Self-Consistency,RoadAccidents089_x264,RoadAccidents,Gemini,1,0,0,1,1,0,"The model invents scene details like camera labels and locations (H1), fabricates entities such as motorcycles, taxis, and traffic cones (H5), and minimizes the severity of the 4-vehicle continuous rear-end collision by describing it as a 'possible minor traffic collision' with no visible impact (H4)."
10027,GPT,Self-Consistency,RoadAccidents078_x264,RoadAccidents,Gemini,1,0,0,0,1,0,The model fabricates scene details like 'CAM04' and a 'building wall' (H1) and invents entities like 'minibuses/vans' and 'red equipment' not present in the ground truth (H5).
10035,GPT,Self-Consistency,RoadAccidents087_x264,RoadAccidents,Claude,0,1,1,1,0,0,"The model classifies as vandalism/normal and misses the actual incident (car crashing into the building and crushing a woman), minimizing severity significantly."
10030,GPT,Self-Consistency,RoadAccidents088_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the multi-vehicle collision, classifying the scene as normal, and invents setting details (rain, dusk, grassy medians) and entities (pedestrians, vans) not mentioned in the ground truth."
10031,GPT,Self-Consistency,RoadAccidents091_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the road accident, classifying the video as normal, and invents scene details (shops, railings) and entities (black van, bicycle) not mentioned in the ground truth."
10036,GPT,Self-Consistency,RoadAccidents093_x264,RoadAccidents,Claude,1,0,1,1,1,0,"Model classifies as Normal, missing the car collision crime, minimizes severity, and fabricates details like orange awnings and pickup truck with cargo not in ground truth."
10037,GPT,Self-Consistency,RoadAccidents095_x264,RoadAccidents,Claude,0,0,0,0,1,0,The model fabricates a blue tricycle/tuk-tuk that is not mentioned in the ground truth.
10033,GPT,Self-Consistency,RoadAccidents092_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the car collision, fabricates a detailed residential setting not mentioned in the ground truth, and invents multiple vehicles (red car, silver car, dark SUV) that were not present."
10038,GPT,Self-Consistency,RoadAccidents096_x264,RoadAccidents,Claude,0,0,1,1,0,0,"Model classified the scene as Normal and missed the car collision/accident described in ground truth, minimizing severity."
10039,GPT,Self-Consistency,RoadAccidents100_x264,RoadAccidents,Claude,0,0,0,0,1,0,"Model fabricates specific vehicles (red vehicle, white pickup/SUV) not mentioned in ground truth."
10040,GPT,Self-Consistency,RoadAccidents101_x264,RoadAccidents,Claude,1,0,0,0,1,0,Model fabricates scene details like gas station/storefront not in ground truth and invents objects like curb/median/signage.
10036,GPT,Self-Consistency,RoadAccidents093_x264,RoadAccidents,Gemini,1,0,1,0,1,0,"The model completely misses the car crash, classifying the video as normal, and hallucinates numerous setting details and entities such as storefronts, motorcycles, and a pickup truck not mentioned in the ground truth."
10041,GPT,Self-Consistency,RoadAccidents102_x264,RoadAccidents,Claude,1,0,0,0,1,0,Model fabricates a toll plaza setting and adds SUVs/dark vehicle/toll booth structures not in ground truth.
10038,GPT,Self-Consistency,RoadAccidents096_x264,RoadAccidents,Gemini,1,0,1,1,1,0,"The model completely misses the collision, classifying the event as normal, and invents scene details and objects like a silver sedan, bins, and fencing not mentioned in the ground truth."
10040,GPT,Self-Consistency,RoadAccidents101_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the road accident but fabricates scene details and objects such as a gas station, storefront, and streetlights not mentioned in the ground truth."
10042,GPT,Self-Consistency,RoadAccidents098_x264,RoadAccidents,Claude,1,1,1,1,1,0,"The model misclassifies as Stealing, fabricates a theft scenario with stacked pipes and an unattended object, misses/minimizes the child being hit and crushed, and invents entities not in ground truth."
10035,GPT,Self-Consistency,RoadAccidents087_x264,RoadAccidents,Gemini,1,1,1,1,1,0,"The model completely misses the car crash and the woman being crushed (H3, H4), misclassifies the event as vandalism or an explosion (H2), and invents setting details and objects like computers, monitors, and paperwork not mentioned in the ground truth (H1, H5)."
10039,GPT,Self-Consistency,RoadAccidents100_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents scene details such as a freeway and concrete median (H1), as well as specific entities like a red vehicle and white pickup/SUV (H5) that are not mentioned in the ground truth."
10043,GPT,Self-Consistency,RoadAccidents099_x264,RoadAccidents,Claude,0,1,1,1,1,1,"Model labels scene as Normal/uncertain rather than the motorcycle-car accident, misses the key crash event, minimizes severity, and fabricates a truck and pedestrian groups not in ground truth."
10037,GPT,Self-Consistency,RoadAccidents095_x264,RoadAccidents,Gemini,0,0,0,1,1,0,"The model fabricates a blue tricycle/tuk-tuk and road debris not present in the ground truth (H5), and minimizes the severity of the incident by claiming the victim merely 'falls or stumbles' and gets up, rather than flying into the grass (H4)."
10044,GPT,Self-Consistency,RoadAccidents103_x264,RoadAccidents,Claude,0,0,0,1,0,0,"The model describes the event as a possible near-collision rather than the actual collision with the building, minimizing severity; otherwise entities and crime type align with ground truth."
10045,GPT,Self-Consistency,RoadAccidents097_x264,RoadAccidents,Claude,0,1,1,1,0,0,"Model classifies the event as a road accident and normal activity, missing the vandalism/property damage crime and minimizing severity."
10041,GPT,Self-Consistency,RoadAccidents102_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates scene details like a toll plaza and early morning lighting (H1), and invents entities such as SUVs, orange cones, and a dark vehicle instead of the red car and red roadblock mentioned in the ground truth (H5)."
10046,GPT,Self-Consistency,RoadAccidents107_x264,RoadAccidents,Claude,1,0,0,0,1,0,"Model fabricates scene details like fireball/explosion and ignition flames, and invents debris and a pole/tree impact not in ground truth which describes a car-truck collision."
10047,GPT,Self-Consistency,RoadAccidents105_x264,RoadAccidents,Claude,1,0,0,1,0,0,"Model adds fabricated details (snow, fenced area, parking structure) and initially classifies as Normal, minimizing the hit-and-run accident severity."
10034,GPT,Self-Consistency,RoadAccidents094_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates scene details like a traffic island and nighttime lighting, and invents entities such as a dark green car, a yellow vehicle, and debris that are not mentioned in the ground truth."
10042,GPT,Self-Consistency,RoadAccidents098_x264,RoadAccidents,Gemini,1,1,0,1,1,1,"The model hallucinates a completely fabricated stealing incident involving non-existent objects like pipes and cables, invents a thief, and minimizes the actual car accident from 'crushed' to 'possibly struck' or a 'near-collision'."
10048,GPT,Self-Consistency,RoadAccidents104_x264,RoadAccidents,Claude,0,0,1,1,0,0,"The model ultimately classifies the scene as Normal and misses the road accident (car knocking down a tree), minimizing the severity of the event."
10045,GPT,Self-Consistency,RoadAccidents097_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model accurately captures the vehicle impact but hallucinates setting details like a tiled floor and commercial corridor, as well as objects like mannequins, a round table, and specific clothing colors not present in the ground truth."
10049,GPT,Self-Consistency,RoadAccidents110_x264,RoadAccidents,Claude,1,0,0,1,1,0,"Model invents specific details like blue sari, bicycle, and yellow kiosk not in ground truth, and minimizes the severity by describing it as a possible incident rather than the truck hitting pedestrians and rolling over."
10043,GPT,Self-Consistency,RoadAccidents099_x264,RoadAccidents,Gemini,1,0,1,1,1,0,"The model misses the primary motorcycle accident, minimizes the event by classifying it as normal, and fabricates scene details and entities like a large white truck and a gray car."
10046,GPT,Self-Consistency,RoadAccidents107_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents scene details like trees, poles, and buildings (H1) and fabricates entities such as a dark overturned vehicle, a fireball, and debris not mentioned in the ground truth (H5)."
10044,GPT,Self-Consistency,RoadAccidents103_x264,RoadAccidents,Gemini,1,0,1,1,1,0,"The model fabricates scene details (nighttime, double yellow lines) and entities (apron, tables, chairs), and misses the actual vehicle impact by describing it as a 'near-collision', which also minimizes the severity of the event."
10051,GPT,Self-Consistency,RoadAccidents111_x264,RoadAccidents,Claude,0,0,0,0,1,0,Model fabricates details like the trunk/hatch being opened and inspection activity not present in ground truth.
10052,GPT,Self-Consistency,RoadAccidents109_x264,RoadAccidents,Claude,0,0,0,0,1,1,"Model fabricates a pickup truck (ground truth says parked car) and misses the second motorcycle rider, the man in black who checked on victims, and other passersby."
10051,GPT,Self-Consistency,RoadAccidents111_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents scene details like an arched doorway and street (H1) and fabricates entities such as pedestrians, wall-mounted fixtures, and an orange barrier base not mentioned in the ground truth (H5)."
10032,GPT,Self-Consistency,RoadAccidents090_x264,RoadAccidents,Gemini,1,1,1,1,1,0,"The model ultimately misclassifies the event as 'Normal', fails to mention the car falling off the bridge (minimizing the severity to just striking/scraping a barrier), and invents scene details like sidewalks and a dust cloud."
10047,GPT,Self-Consistency,RoadAccidents105_x264,RoadAccidents,Gemini,1,0,1,1,1,0,"The model invents scene details like snow and buildings (H1) and entities like an SUV/van and fences (H5), while missing the hit-and-run aspect of the collision (H3) and minimizing it to a normal accident (H4)."
10049,GPT,Self-Consistency,RoadAccidents110_x264,RoadAccidents,Gemini,1,0,0,1,1,0,"The model correctly identifies a road accident but minimizes its severity by failing to mention the truck hitting pedestrians and rolling over, while also fabricating specific entities (bicycle, woman in sari, yellow vehicle) and setting details (daylight, kiosk) not found in the ground truth."
10050,GPT,Self-Consistency,RoadAccidents106_x264,RoadAccidents,Gemini,1,0,0,0,1,1,"The model fabricates scene details like storefronts and railings (H1), objects like debris and a dropped bag (H5), and invents a confrontation involving a person lying on the ground (H6) that are not mentioned in the ground truth."
10054,GPT,Self-Consistency,RoadAccidents113_x264,RoadAccidents,Claude,1,0,0,1,1,0,"Model invents intersection setting and SUV/parked car details not in ground truth, and minimizes the clear collision with the isolation belt to a vague 'paths converge' description."
10048,GPT,Self-Consistency,RoadAccidents104_x264,RoadAccidents,Gemini,1,0,1,1,1,0,"The model fabricates scene details (fence/wall) and objects (dark SUV, mounds), fails to identify the green car, brown car, pedestrians, and the knocked-down tree, and minimizes the incident by ultimately classifying it as Normal."
10053,GPT,Self-Consistency,RoadAccidents112_x264,RoadAccidents,Claude,1,1,0,0,1,0,"Model fabricates residential setting details (houses, lawns, sidewalks) and second analysis misclassifies as Vandalism while inventing parked vehicles not mentioned in ground truth."
10055,GPT,Self-Consistency,RoadAccidents116_x264,RoadAccidents,Claude,1,0,0,1,1,0,"Output fabricates nighttime/wet setting and a light-colored car not in ground truth, and minimizes the deliberate hit-and-run as a loss-of-control accident."
10056,GPT,Self-Consistency,RoadAccidents108_x264,RoadAccidents,Claude,1,0,0,0,1,0,"Model fabricates scene details (snowy/icy roads, buses, SUV/van) and invents vehicles not in ground truth; also initially labels as Normal but later identifies the accident."
10057,GPT,Self-Consistency,RoadAccidents114_x264,RoadAccidents,Claude,0,1,1,1,0,0,"The model classified the event as stealing/possible theft from a vehicle, completely missing the hit-and-run accident described in ground truth, minimizing severity."
10052,GPT,Self-Consistency,RoadAccidents109_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents setting details like nighttime (H1) and fabricates entities such as a pickup truck, debris, and a truck occupant not mentioned in the ground truth (H5), but correctly identifies the road accident without adding phantom perpetrators or victims."
10058,GPT,Self-Consistency,RoadAccidents118_x264,RoadAccidents,Claude,0,0,1,1,0,0,"The model fails to clearly state the yellow car hit the woman pedestrian and the white car, minimizing it to ambiguous 'pedestrian no longer visible' and treating it as a generic road accident rather than describing the actual pedestrian strike."
10059,GPT,Self-Consistency,RoadAccidents115_x264,RoadAccidents,Claude,0,0,0,0,0,0,"The model correctly identifies the road accident involving a white car and a two-wheeled vehicle with bystanders responding, matching the ground truth without fabricating significant details."
10053,GPT,Self-Consistency,RoadAccidents112_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model invents setting details and objects such as houses, lawns, sidewalks, trees, a streetlight, and parked vehicles that are not mentioned in the ground truth."
10055,GPT,Self-Consistency,RoadAccidents116_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates scene details such as nighttime, wet roads, and a police screen (H1), and invents specific entities like parked cars and a light-colored car not mentioned in the ground truth (H5)."
10054,GPT,Self-Consistency,RoadAccidents113_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model fabricates scene details such as 'night' and an 'intersection' (H1) and invents a 'small dark object' not mentioned in the ground truth (H5), while also incorrectly stating there are no pedestrians."
10056,GPT,Self-Consistency,RoadAccidents108_x264,RoadAccidents,Gemini,1,1,1,1,1,0,"The model invents setting details (nighttime, icy) and vehicles (buses, SUVs), completely misses the hit-and-run crime by classifying it as normal or a simple crash, and minimizes the severity of the event."
10060,GPT,Self-Consistency,RoadAccidents121_x264,RoadAccidents,Claude,0,0,0,1,0,0,"Model frames the event as an accidental traffic collision/rollover rather than the white car hitting the black car and woman, and omits the crowd subduing the driver, minimizing severity."
10061,GPT,Self-Consistency,RoadAccidents120_x264,RoadAccidents,Claude,1,1,1,1,1,0,"Model misses the rollover accident, misclassifies as explosion/normal, minimizes severity, fabricates a residential garden setting and a smoke plume not in ground truth."
10062,GPT,Self-Consistency,RoadAccidents119_x264,RoadAccidents,Claude,1,1,1,0,1,0,"Model fabricates a fuel station/ATM setting and misclassifies the car-crash/road accident as an explosion, missing the actual vehicle collision crime and inventing entities like ATM signs and fuel forecourt."
10050,GPT,Self-Consistency,RoadAccidents106_x264,RoadAccidents,Claude,1,0,0,0,1,1,"Model fabricates storefronts, debris, a person lying on ground, confrontation gestures, and dropped objects not in ground truth."
10057,GPT,Self-Consistency,RoadAccidents114_x264,RoadAccidents,Gemini,0,1,1,1,0,0,"The model completely misses the severe hit-and-run accident, explicitly denying a road accident occurred, and instead misclassifies the event as a much less serious vehicle theft."
10059,GPT,Self-Consistency,RoadAccidents115_x264,RoadAccidents,Gemini,1,0,0,0,1,0,"The model correctly identifies the road accident but fabricates specific scene details (monument, yellow crosswalk) and entities (yellow bus, red cars, bicycles) not mentioned in the ground truth."
10063,GPT,Self-Consistency,RoadAccidents117_x264,RoadAccidents,Claude,1,0,0,1,1,1,"The model fabricates a parking area setting and black car not in ground truth, misses the motorcycle being hit with two riders, minimizes severity to a 'near-collision/disturbance,' and adds phantom actors gathering generically rather than the specific man in white running to help."
10064,GPT,Self-Consistency,RoadAccidents122_x264,RoadAccidents,Claude,1,0,1,1,1,1,"Model fabricates setting details (guard structure, boundary wall), invents a light-colored sedan instead of black car, adds a pedestrian observer not in ground truth, and the second analysis misses the crime entirely labeling it Normal."
10065,GPT,Self-Consistency,RoadAccidents126_x264,RoadAccidents,Claude,0,0,1,1,0,0,"Model misses the train carriage collision event and labels the scene as normal, minimizing the actual incident."
10066,GPT,Self-Consistency,RoadAccidents123_x264,RoadAccidents,Claude,1,0,0,0,1,0,"Model fabricates tram/rail tracks and a bus/tram-like vehicle not in ground truth, and misses the motorcycle entirely."
10061,GPT,Self-Consistency,RoadAccidents120_x264,RoadAccidents,Gemini,1,1,1,0,1,0,"The model completely hallucinates the event, describing a residential area with an explosion and smoke plume instead of a car rollover on a road, missing the actual accident and inventing unrelated vehicles and objects."
10062,GPT,Self-Consistency,RoadAccidents119_x264,RoadAccidents,Gemini,1,1,1,0,1,0,"The model misclassifies a severe car crash as an explosion, missing the actual collision with pedestrians, and fabricates scene details and objects such as a fuel station, ATM sign, bollards, and a white van."
10063,GPT,Self-Consistency,RoadAccidents117_x264,RoadAccidents,Gemini,1,0,0,1,1,0,"The model fabricates scene details (parking lot, fence, tower) and entities (black car, parked motorcycles), and minimizes severity by describing a mere dust cloud or near-collision instead of a direct impact with victims knocked to the ground."
